Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,SE_A12002_001,SE_A12002_002,SE_A12002_003,SE_A12002_004,SE_A12002_005,SE_A12002_006,SE_A12002_007,SE_A12002_008
"130019501001","Block Group 1, Census Tract 9501, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,718,106,612,211,23,13,13,0,718,106,401,188,10,0,13,0
"130019501002","Block Group 2, Census Tract 9501, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,404,109,295,190,130,9,0,0,404,109,105,60,121,9,0,0
"130019501003","Block Group 3, Census Tract 9501, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,965,203,762,494,90,49,0,0,965,203,268,404,41,49,0,0
"130019502011","Block Group 1, Census Tract 9502.01, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,951,277,674,310,132,68,30,30,951,277,364,178,64,38,0,30
"130019502012","Block Group 2, Census Tract 9502.01, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,763,155,608,407,165,113,0,0,763,155,201,242,52,113,0,0
"130019502021","Block Group 1, Census Tract 9502.02, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,858,158,700,354,27,10,10,0,858,158,346,327,17,0,10,0
"130019502022","Block Group 2, Census Tract 9502.02, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,772,204,568,309,41,13,0,0,772,204,259,268,28,13,0,0
"130019503011","Block Group 1, Census Tract 9503.01, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,882,117,765,218,42,23,0,0,882,117,547,176,19,23,0,0
"130019503012","Block Group 2, Census Tract 9503.01, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950301","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1030,194,836,609,213,140,63,0,1030,194,227,396,73,77,63,0
"130019503021","Block Group 1, Census Tract 9503.02, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950302","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,488,127,361,130,0,0,0,0,488,127,231,130,0,0,0,0
"130019503022","Block Group 2, Census Tract 9503.02, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950302","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,757,232,525,278,80,0,0,0,757,232,247,198,80,0,0,0
"130019504001","Block Group 1, Census Tract 9504, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,393,123,270,114,7,2,0,0,393,123,156,107,5,2,0,0
"130019504002","Block Group 2, Census Tract 9504, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,766,72,694,340,109,44,9,8,766,72,354,231,65,35,1,8
"130019505001","Block Group 1, Census Tract 9505, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,742,55,687,383,74,33,0,0,742,55,304,309,41,33,0,0
"130019505002","Block Group 2, Census Tract 9505, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,746,177,569,219,72,31,8,5,746,177,350,147,41,23,3,5
"130019505003","Block Group 3, Census Tract 9505, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1048,340,708,393,26,7,0,0,1048,340,315,367,19,7,0,0
"130039601001","Block Group 1, Census Tract 9601, Atkinson County, Georgia","ga","150","00",,,,"13","003",,,"960100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,850,331,519,347,110,91,28,0,850,331,172,237,19,63,28,0
"130039601002","Block Group 2, Census Tract 9601, Atkinson County, Georgia","ga","150","00",,,,"13","003",,,"960100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,682,100,582,246,61,36,20,0,682,100,336,185,25,16,20,0
"130039602001","Block Group 1, Census Tract 9602, Atkinson County, Georgia","ga","150","00",,,,"13","003",,,"960200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1184,365,819,612,184,119,27,19,1184,365,207,428,65,92,8,19
"130039602002","Block Group 2, Census Tract 9602, Atkinson County, Georgia","ga","150","00",,,,"13","003",,,"960200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,509,59,450,105,0,0,0,0,509,59,345,105,0,0,0,0
"130039602003","Block Group 3, Census Tract 9602, Atkinson County, Georgia","ga","150","00",,,,"13","003",,,"960200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1156,438,718,293,90,5,2,2,1156,438,425,203,85,3,0,2
"130039603001","Block Group 1, Census Tract 9603, Atkinson County, Georgia","ga","150","00",,,,"13","003",,,"960300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1087,324,763,349,176,64,51,44,1087,324,414,173,112,13,7,44
"130059701001","Block Group 1, Census Tract 9701, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,985,109,876,573,282,90,56,5,985,109,303,291,192,34,51,5
"130059701002","Block Group 2, Census Tract 9701, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,252,26,226,72,30,17,0,0,252,26,154,42,13,17,0,0
"130059701003","Block Group 3, Census Tract 9701, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,757,79,678,399,56,27,7,7,757,79,279,343,29,20,0,7
"130059702011","Block Group 1, Census Tract 9702.01, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1277,185,1092,727,94,60,52,0,1277,185,365,633,34,8,52,0
"130059702012","Block Group 2, Census Tract 9702.01, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,716,99,617,348,82,47,13,13,716,99,269,266,35,34,0,13
"130059702013","Block Group 3, Census Tract 9702.01, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970201","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,691,122,569,231,19,11,0,0,691,122,338,212,8,11,0,0
"130059702021","Block Group 1, Census Tract 9702.02, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,841,195,646,317,109,79,5,0,841,195,329,208,30,74,5,0
"130059702022","Block Group 2, Census Tract 9702.02, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,382,104,278,131,7,7,0,0,382,104,147,124,0,7,0,0
"130059702023","Block Group 3, Census Tract 9702.02, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970202","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,553,81,472,223,8,0,0,0,553,81,249,215,8,0,0,0
"130059702024","Block Group 4, Census Tract 9702.02, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970202","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,870,123,747,380,112,88,50,0,870,123,367,268,24,38,50,0
"130079601001","Block Group 1, Census Tract 9601, Baker County, Georgia","ga","150","00",,,,"13","007",,,"960100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,645,124,521,305,130,42,5,5,645,124,216,175,88,37,0,5
"130079601002","Block Group 2, Census Tract 9601, Baker County, Georgia","ga","150","00",,,,"13","007",,,"960100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,526,45,481,269,82,23,0,0,526,45,212,187,59,23,0,0
"130079602001","Block Group 1, Census Tract 9602, Baker County, Georgia","ga","150","00",,,,"13","007",,,"960200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,582,18,564,376,152,97,0,0,582,18,188,224,55,97,0,0
"130079602002","Block Group 2, Census Tract 9602, Baker County, Georgia","ga","150","00",,,,"13","007",,,"960200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,302,107,195,74,26,1,0,0,302,107,121,48,25,1,0,0
"130099701011","Block Group 1, Census Tract 9701.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1135,114,1021,596,114,43,0,0,1135,114,425,482,71,43,0,0
"130099701012","Block Group 2, Census Tract 9701.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970101","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,334,70,264,175,116,8,0,0,334,70,89,59,108,8,0,0
"130099701021","Block Group 1, Census Tract 9701.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,806,148,658,596,126,86,31,8,806,148,62,470,40,55,23,8
"130099701022","Block Group 2, Census Tract 9701.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,546,15,531,441,306,117,74,74,546,15,90,135,189,43,0,74
"130099701023","Block Group 3, Census Tract 9701.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970102","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,916,181,735,561,142,100,15,9,916,181,174,419,42,85,6,9
"130099702011","Block Group 1, Census Tract 9702.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,239,0,239,225,36,28,0,0,239,0,14,189,8,28,0,0
"130099702012","Block Group 2, Census Tract 9702.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1080,41,1039,1015,488,124,23,4,1080,41,24,527,364,101,19,4
"130099702013","Block Group 3, Census Tract 9702.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970201","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,220,0,220,121,0,0,0,0,220,0,99,121,0,0,0,0
"130099702014","Block Group 4, Census Tract 9702.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970201","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,257,75,182,95,39,39,0,0,257,75,87,56,0,39,0,0
"130099702021","Block Group 1, Census Tract 9702.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,503,159,344,195,42,11,11,0,503,159,149,153,31,0,11,0
"130099702022","Block Group 2, Census Tract 9702.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,568,0,568,505,281,185,16,16,568,0,63,224,96,169,0,16
"130099702023","Block Group 3, Census Tract 9702.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970202","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1012,31,981,806,529,158,67,0,1012,31,175,277,371,91,67,0
"130099703011","Block Group 1, Census Tract 9703.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,941,4,937,776,459,232,123,0,941,4,161,317,227,109,123,0
"130099703012","Block Group 2, Census Tract 9703.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970301","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1027,66,961,671,355,78,27,0,1027,66,290,316,277,51,27,0
"130099703021","Block Group 1, Census Tract 9703.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970302","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1046,55,991,832,518,261,151,60,1046,55,159,314,257,110,91,60
"130099703022","Block Group 2, Census Tract 9703.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970302","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1151,159,992,628,410,183,79,48,1151,159,364,218,227,104,31,48
"130099704001","Block Group 1, Census Tract 9704, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,660,23,637,519,309,159,66,46,660,23,118,210,150,93,20,46
"130099704002","Block Group 2, Census Tract 9704, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,469,12,457,359,220,193,65,65,469,12,98,139,27,128,0,65
"130099704003","Block Group 3, Census Tract 9704, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,972,58,914,698,138,102,8,0,972,58,216,560,36,94,8,0
"130099704004","Block Group 4, Census Tract 9704, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,224,43,181,120,90,65,0,0,224,43,61,30,25,65,0,0
"130099704005","Block Group 5, Census Tract 9704, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970400","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5",,,,152,0,152,49,24,17,17,17,152,0,103,25,7,0,0,17
"130099705011","Block Group 1, Census Tract 9705.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970501","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,199,60,139,19,0,0,0,0,199,60,120,19,0,0,0,0
"130099705012","Block Group 2, Census Tract 9705.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970501","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,534,144,390,159,70,27,0,0,534,144,231,89,43,27,0,0
"130099705013","Block Group 3, Census Tract 9705.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970501","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,103,0,103,74,35,25,0,0,103,0,29,39,10,25,0,0
"130099705021","Block Group 1, Census Tract 9705.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970502","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,857,61,796,328,136,50,30,0,857,61,468,192,86,20,30,0
"130099705022","Block Group 2, Census Tract 9705.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970502","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,580,88,492,300,167,87,45,32,580,88,192,133,80,42,13,32
"130099706001","Block Group 1, Census Tract 9706, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,894,199,695,395,113,40,36,5,894,199,300,282,73,4,31,5
"130099706002","Block Group 2, Census Tract 9706, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,619,77,542,350,112,14,0,0,619,77,192,238,98,14,0,0
"130099706003","Block Group 3, Census Tract 9706, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,354,167,187,114,8,8,0,0,354,167,73,106,0,8,0,0
"130099706004","Block Group 4, Census Tract 9706, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,690,136,554,239,18,4,4,4,690,136,315,221,14,0,0,4
"130099707011","Block Group 1, Census Tract 9707.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970701","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,153,24,129,59,15,0,0,0,153,24,70,44,15,0,0,0
"130099707012","Block Group 2, Census Tract 9707.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970701","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,203,53,150,110,45,8,0,0,203,53,40,65,37,8,0,0
"130099707013","Block Group 3, Census Tract 9707.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970701","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,682,248,434,71,14,0,0,0,682,248,363,57,14,0,0,0
"130099707021","Block Group 1, Census Tract 9707.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970702","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,982,208,774,507,349,32,6,6,982,208,267,158,317,26,0,6
"130099707022","Block Group 2, Census Tract 9707.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970702","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,745,115,630,222,57,5,0,0,745,115,408,165,52,5,0,0
"130099708011","Block Group 1, Census Tract 9708.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970801","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1017,219,798,338,139,58,11,11,1017,219,460,199,81,47,0,11
"130099708012","Block Group 2, Census Tract 9708.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970801","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1077,78,999,490,228,85,23,0,1077,78,509,262,143,62,23,0
"130099708021","Block Group 1, Census Tract 9708.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970802","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,2916,773,2143,690,224,95,39,0,2916,773,1453,466,129,56,39,0
"130099708022","Block Group 2, Census Tract 9708.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970802","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,986,142,844,479,59,34,0,0,986,142,365,420,25,34,0,0
"130119701001","Block Group 1, Census Tract 9701, Banks County, Georgia","ga","150","00",,,,"13","011",,,"970100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,542,236,306,114,48,22,0,0,542,236,192,66,26,22,0,0
"130119701002","Block Group 2, Census Tract 9701, Banks County, Georgia","ga","150","00",,,,"13","011",,,"970100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,659,219,440,283,169,65,12,0,659,219,157,114,104,53,12,0
"130119701003","Block Group 3, Census Tract 9701, Banks County, Georgia","ga","150","00",,,,"13","011",,,"970100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1297,129,1168,797,396,175,61,18,1297,129,371,401,221,114,43,18
"130119701004","Block Group 4, Census Tract 9701, Banks County, Georgia","ga","150","00",,,,"13","011",,,"970100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,1107,430,677,357,98,24,17,0,1107,430,320,259,74,7,17,0
"130119702001","Block Group 1, Census Tract 9702, Banks County, Georgia","ga","150","00",,,,"13","011",,,"970200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,738,23,715,448,219,88,67,23,738,23,267,229,131,21,44,23
"130119702002","Block Group 2, Census Tract 9702, Banks County, Georgia","ga","150","00",,,,"13","011",,,"970200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,761,128,633,509,141,68,0,0,761,128,124,368,73,68,0,0
"130119702003","Block Group 3, Census Tract 9702, Banks County, Georgia","ga","150","00",,,,"13","011",,,"970200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,828,233,595,354,88,23,0,0,828,233,241,266,65,23,0,0
"130119702004","Block Group 4, Census Tract 9702, Banks County, Georgia","ga","150","00",,,,"13","011",,,"970200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,985,273,712,386,28,19,18,0,985,273,326,358,9,1,18,0
"130119703001","Block Group 1, Census Tract 9703, Banks County, Georgia","ga","150","00",,,,"13","011",,,"970300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1790,206,1584,917,387,170,78,78,1790,206,667,530,217,92,0,78
"130119703002","Block Group 2, Census Tract 9703, Banks County, Georgia","ga","150","00",,,,"13","011",,,"970300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,901,269,632,363,149,62,8,0,901,269,269,214,87,54,8,0
"130119703003","Block Group 3, Census Tract 9703, Banks County, Georgia","ga","150","00",,,,"13","011",,,"970300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,457,72,385,208,98,22,9,0,457,72,177,110,76,13,9,0
"130119704001","Block Group 1, Census Tract 9704, Banks County, Georgia","ga","150","00",,,,"13","011",,,"970400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1997,336,1661,618,210,15,0,0,1997,336,1043,408,195,15,0,0
"130119704002","Block Group 2, Census Tract 9704, Banks County, Georgia","ga","150","00",,,,"13","011",,,"970400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,875,111,764,484,184,90,55,40,875,111,280,300,94,35,15,40
"130131801031","Block Group 1, Census Tract 1801.03, Barrow County, Georgia","ga","150","00",,,,"13","013",,,"180103","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1143,74,1069,684,331,203,19,0,1143,74,385,353,128,184,19,0
"130131801032","Block Group 2, Census Tract 1801.03, Barrow County, Georgia","ga","150","00",,,,"13","013",,,"180103","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1313,86,1227,1097,598,281,64,0,1313,86,130,499,317,217,64,0
"130131801033","Block Group 3, Census Tract 1801.03, Barrow County, Georgia","ga","150","00",,,,"13","013",,,"180103","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1540,190,1350,901,379,147,39,39,1540,190,449,522,232,108,0,39
"130131801041","Block Group 1, Census Tract 1801.04, Barrow County, Georgia","ga","150","00",,,,"13","013",,,"180104","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1721,306,1415,807,216,87,9,0,1721,306,608,591,129,78,9,0
"130131801051","Block Group 1, Census Tract 1801.05, Barrow County, Georgia","ga","150","00",,,,"13","013",,,"180105","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,972,114,858,468,127,68,4,0,972,114,390,341,59,64,4,0
"130131801052","Block Group 2, Census Tract 1801.05, Barrow County, Georgia","ga","150","00",,,,"13","013",,,"180105","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1153,179,974,549,231,34,7,0,1153,179,425,318,197,27,7,0
"130131801061","Block Group 1, Census Tract 1801.06, Barrow County, Georgia","ga","150","00",,,,"13","013",,,"180106","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,933,112,821,532,98,16,0,0,933,112,289,434,82,16,0,0
"130131801062","Block Group 2, Census Tract 1801.06, Barrow County, Georgia","ga","150","00",,,,"13","013",,,"180106","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,823,111,712,318,116,25,0,0,823,111,394,202,91,25,0,0
"130131801071","Block Group 1, Census Tract 1801.07, Barrow County, Georgia","ga","150","00",,,,"13","013",,,"180107","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1225,196,1029,596,263,44,0,0,1225,196,433,333,219,44,0,0
"130131801072","Block Group 2, Census Tract 1801.07, Barrow County, Georgia","ga","150","00",,,,"13","013",,,"180107","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1405,215,1190,668,315,68,2,0,1405,215,522,353,247,66,2,0
"130131801081","Block Group 1, Census Tract 1801.08, Barrow County, Georgia","ga","150","00",,,,"13","013",,,"180108","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,923,69,854,477,287,21,10,10,923,69,377,190,266,11,0,10
"130131801082","Block Group 2, Census Tract 1801.08, Barrow County, Georgia","ga","150","00",,,,"13","013",,,"180108","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1354,209,1145,793,117,0,0,0,1354,209,352,676,117,0,0,0
"130131802031","Block Group 1, Census Tract 1802.03, Barrow County, Georgia","ga","150","00",,,,"13","013",,,"180203","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1177,212,965,490,77,38,27,10,1177,212,475,413,39,11,17,10
"130131802032","Block Group 2, Census Tract 1802.03, Barrow County, Georgia","ga","150","00",,,,"13","013",,,"180203","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,807,130,677,339,87,7,0,0,807,130,338,252,80,7,0,0
"130131802041","Block Group 1, Census Tract 1802.04, Barrow County, Georgia","ga","150","00",,,,"13","013",,,"180204","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,761,186,575,224,80,15,0,0,761,186,351,144,65,15,0,0
"130131802042","Block Group 2, Census Tract 1802.04, Barrow County, Georgia","ga","150","00",,,,"13","013",,,"180204","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1484,90,1394,1063,348,190,56,0,1484,90,331,715,158,134,56,0
